_sentence,_receivers,sentence_id,time,latitude,longitude,altitude,satellites,batterymv,status
"$$MULDER,209,19:08:40,52.01133,-2.45127,3396,6,1676,00*EAA0","M0CJM,G8KNN-1,G7BTI,G6GZH,G8ZBJ,M0JCU,2E0MXS,G0WXI,G4AIU,M0UPU",209,19:08:40,52.01133,-2.45127,3396,6,1676,0
"$$MULDER,210,19:08:59,52.01327,-2.44951,3446,4,1675,00*66CA","M0CJM,G8KNN-1,G7BTI,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",210,19:08:59,52.01327,-2.44951,3446,4,1675,0
"$$MULDER,211,19:09:18,52.01525,-2.44775,3494,5,1674,00*6457","M0CJM,G8KNN-1,G7BTI,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU",211,19:09:18,52.01525,-2.44775,3494,5,1674,0
"$$MULDER,212,19:09:37,52.01702,-2.44616,3533,6,1674,00*DC7D","M0CJM,G8KNN-1,G7BTI,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",212,19:09:37,52.01702,-2.44616,3533,6,1674,0
"$$MULDER,213,19:09:56,52.01884,-2.44470,3579,6,1674,00*4A26","G8KNN-1,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",213,19:09:56,52.01884,-2.4447,3579,6,1674,0
"$$MULDER,214,19:10:15,52.02064,-2.44329,3627,6,1670,00*DBF0","M0CJM,G8KNN-1,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU",214,19:10:15,52.02064,-2.44329,3627,6,1670,0
"$$MULDER,215,19:10:34,52.02243,-2.44186,3672,6,1664,00*81B5","M0CJM,G8KNN-1,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",215,19:10:34,52.02243,-2.44186,3672,6,1664,0
"$$MULDER,216,19:10:53,52.02426,-2.44052,3724,6,1662,00*442E","M0CJM,G8KNN-1,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",216,19:10:53,52.02426,-2.44052,3724,6,1662,0
"$$MULDER,217,19:11:12,52.02604,-2.43890,3781,6,1668,00*901E","M0CJM,G8KNN-1,M0DNY_WebSDR,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",217,19:11:12,52.02604,-2.4389,3781,6,1668,0
"$$MULDER,218,19:11:31,52.02775,-2.43726,3839,6,1670,00*8B46","M0CJM,G8KNN-1,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU",218,19:11:31,52.02775,-2.43726,3839,6,1670,0
"$$MULDER,219,19:11:50,52.02941,-2.43555,3895,6,1670,00*8D4A","M0CJM,G8KNN-1,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",219,19:11:50,52.02941,-2.43555,3895,6,1670,0
"$$MULDER,220,19:12:09,52.03093,-2.43395,3966,6,1670,00*64D4","M0CJM,G8KNN-1,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",220,19:12:09,52.03093,-2.43395,3966,6,1670,0
"$$MULDER,221,19:12:28,52.03243,-2.43237,4027,5,1669,00*F19B","M0CJM,G8KNN-1,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU",221,19:12:28,52.03243,-2.43237,4027,5,1669,0
"$$MULDER,222,19:12:47,52.03392,-2.43074,4087,6,1668,00*0A42","M0CJM,G8KNN-1,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",222,19:12:47,52.03392,-2.43074,4087,6,1668,0
"$$MULDER,223,19:13:06,52.03543,-2.42884,4152,6,1666,00*1149","M0CJM,G8KNN-1,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",223,19:13:06,52.03543,-2.42884,4152,6,1666,0
"$$MULDER,224,19:13:25,52.03708,-2.42729,4208,6,1666,00*4BEA","M0CJM,G8KNN-1,G7BTI,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU",224,19:13:25,52.03708,-2.42729,4208,6,1666,0
"$$MULDER,225,19:13:44,52.03872,-2.42571,4271,6,1666,00*0D36","M0CJM,G8KNN-1,G7BTI,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",225,19:13:44,52.03872,-2.42571,4271,6,1666,0
"$$MULDER,226,19:14:03,52.04005,-2.42396,4337,6,1664,00*07CF","M0CJM,G8KNN-1,G7BTI,2E0KPI,G8ZBJ,M0JCU,G0WXI,G6GZH,G4AIU",226,19:14:03,52.04005,-2.42396,4337,6,1664,0
"$$MULDER,227,19:14:22,52.04149,-2.42227,4400,6,1663,00*E99D","M0CJM,G8KNN-1,G3ZGZ,G7BTI,2E0KPI,G8ZBJ,M0JCU,G0WXI,G6GZH,G4AIU,M0UPU",227,19:14:22,52.04149,-2.42227,4400,6,1663,0
"$$MULDER,228,19:14:41,52.04294,-2.42049,4468,6,1662,00*9DDA","M0CJM,G8KNN-1,G3ZGZ,G7BTI,M0DNY_WebSDR,2E0KPI,G8ZBJ,M0JCU,G0WXI,G6GZH,G4AIU,M0UPU",228,19:14:41,52.04294,-2.42049,4468,6,1662,0
"$$MULDER,229,19:15:00,52.04440,-2.41831,4523,6,1662,00*16E3","M0CJM,G8KNN-1,G3ZGZ,G7BTI,M0DNY_WebSDR,2E0KPI,G8ZBJ,M0JCU,G0WXI,G6GZH,G4AIU,G6UIM",229,19:15:00,52.0444,-2.41831,4523,6,1662,0
"$$MULDER,230,19:15:19,52.04591,-2.41588,4585,6,1661,00*D2D6","M0CJM,G8KNN-1,G3ZGZ,2E0KPI,G8ZBJ,M0JCU,G0WXI,G6GZH,G4AIU,G6UIM",230,19:15:19,52.04591,-2.41588,4585,6,1661,0
"$$MULDER,231,19:15:38,52.04738,-2.41361,4652,6,1660,00*2A7B","M0CJM,G8KNN-1,G7BTI,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU",231,19:15:38,52.04738,-2.41361,4652,6,1660,0
"$$MULDER,232,19:15:57,52.04885,-2.41141,4715,6,1658,00*1158","M0CJM,G8KNN-1,G3ZGZ,G7BTI,G6UIM,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",232,19:15:57,52.04885,-2.41141,4715,6,1658,0
"$$MULDER,233,19:16:16,52.05021,-2.40925,4776,6,1658,00*2BCF","M0CJM,G8KNN-1,G3ZGZ,G7BTI,2E0KPI,G8ZBJ,G6GZH,M6GTG,2E0MXS,G0WXI,G4AIU,M0JCU,G6UIM",233,19:16:16,52.05021,-2.40925,4776,6,1658,0
"$$MULDER,234,19:16:35,52.05158,-2.40698,4843,6,1657,00*6BDA","M0CJM,G8KNN-1,G3ZGZ,G7BTI,M6GTG,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",234,19:16:35,52.05158,-2.40698,4843,6,1657,0
"$$MULDER,235,19:16:54,52.05303,-2.40460,4913,6,1656,00*22B1","M0CJM,G8KNN-1,G3ZGZ,G7BTI,0x17,G6UIM,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",235,19:16:54,52.05303,-2.4046,4913,6,1656,0
"$$MULDER,236,19:17:13,52.05433,-2.40211,4973,6,1655,00*C535","M0CJM,G8KNN-1,G3ZGZ,G7BTI,g0nzo,0x17,0x17a,G6UIM,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",236,19:17:13,52.05433,-2.40211,4973,6,1655,0
"$$MULDER,237,19:17:32,52.05559,-2.39950,5039,6,1654,00*27B5","M0CJM,G8KNN-1,G3ZGZ,G7BTI,0x17,2E0KPI,M0UPU,M0JCU,G0WXI,G6GZH,G4AIU",237,19:17:32,52.05559,-2.3995,5039,6,1654,0
"$$MULDER,238,19:17:51,52.05681,-2.39684,5104,5,1654,00*9FA8","M0CJM,G8KNN-1,G3ZGZ,G7BTI,0x17,0x17a,2E0KPI,M0UPU,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU",238,19:17:51,52.05681,-2.39684,5104,5,1654,0
"$$MULDER,239,19:18:10,52.05802,-2.39416,5174,6,1652,00*D6A5","M0CJM,G8KNN-1,G3ZGZ,G7BTI,0x17,0x17a,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU",239,19:18:10,52.05802,-2.39416,5174,6,1652,0
"$$MULDER,240,19:18:29,52.05932,-2.39134,5243,6,1651,00*63EB","M0CJM,G8KNN-1,G3ZGZ,G7BTI,0x17,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU",240,19:18:29,52.05932,-2.39134,5243,6,1651,0
"$$MULDER,241,19:18:48,52.06048,-2.38826,5305,6,1650,00*B7C2","M0CJM,G8KNN-1,G3ZGZ,G7BTI,0x17,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU",241,19:18:48,52.06048,-2.38826,5305,6,1650,0
"$$MULDER,242,19:19:07,52.06158,-2.38502,5370,6,1648,00*72E9","M0CJM,g0nzo,G3ZGZ,G8KNN-1,0x17,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",242,19:19:07,52.06158,-2.38502,5370,6,1648,0
"$$MULDER,243,19:19:26,52.06266,-2.38163,5439,6,1648,00*96AB","M0CJM,G8KNN-1,G3ZGZ,g0nzo,0x17,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU",243,19:19:26,52.06266,-2.38163,5439,6,1648,0
"$$MULDER,244,19:19:45,52.06360,-2.37816,5515,5,1647,00*45DF","M0CJM,G8KNN-1,G3ZGZ,G7BTI,g0nzo,0x17,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU",244,19:19:45,52.0636,-2.37816,5515,5,1647,0
"$$MULDER,245,19:20:04,52.06482,-2.37481,5586,6,1646,00*EA5D","M0CJM,g0nzo,G3ZGZ,G8KNN-1,0x17,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",245,19:20:04,52.06482,-2.37481,5586,6,1646,0
"$$MULDER,246,19:20:23,52.06575,-2.37118,5653,6,1637,00*8894","M0CJM,G8KNN-1,G3ZGZ,g0nzo,0x17,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",246,19:20:23,52.06575,-2.37118,5653,6,1637,0
"$$MULDER,247,19:20:42,52.06664,-2.36740,5725,6,1631,00*ED8A","M0CJM,g0nzo,G8KNN-1,0x17,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",247,19:20:42,52.06664,-2.3674,5725,6,1631,0
"$$MULDER,248,19:21:01,52.06759,-2.36377,5793,6,1634,00*0505","M0CJM,G8KNN-1,G3ZGZ,G7BTI,0x17,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",248,19:21:01,52.06759,-2.36377,5793,6,1634,0
"$$MULDER,249,19:21:20,52.06853,-2.36048,5863,5,1641,00*1662","M0CJM,G8KNN-1,G3ZGZ,G7BTI,0x17,M0DNY_WebSDR,2E0KPI,G8ZBJ,G4AIU,M6GTG,2E0MXS,G0WXI,G6GZH,M0JCU,G6UIM",249,19:21:20,52.06853,-2.36048,5863,5,1641,0
"$$MULDER,250,19:21:39,52.06984,-2.35660,5943,6,1641,00*FAA2","M0CJM,G8KNN-1,G3ZGZ,G7BTI,0x17,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU",250,19:21:39,52.06984,-2.3566,5943,6,1641,0
"$$MULDER,251,19:21:58,52.07086,-2.35296,6002,6,1640,00*FA29","M0CJM,G8KNN-1,G3ZGZ,G7BTI,g0nzo,0x17,2E0KPI,G8ZBJ,M0RPI,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",251,19:21:58,52.07086,-2.35296,6002,6,1640,0
"$$MULDER,252,19:22:17,52.07185,-2.34906,6070,6,1639,00*DF9B","M0CJM,G8KNN-1,G3ZGZ,g0nzo,0x17,2E0KPI,G8ZBJ,M0RPI,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU",252,19:22:17,52.07185,-2.34906,6070,6,1639,0
"$$MULDER,253,19:22:36,52.07306,-2.34511,6132,6,1638,00*D7E6","M0CJM,g0nzo,G3ZGZ,G8KNN-1,0x17,2E0KPI,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",253,19:22:36,52.07306,-2.34511,6132,6,1638,0
"$$MULDER,254,19:22:55,52.07400,-2.34145,6199,6,1634,00*6810","M0CJM,g0nzo,G3ZGZ,G8KNN-1,0x17,2E0KPI,G8ZBJ,M0RPI,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU",254,19:22:55,52.074,-2.34145,6199,6,1634,0
"$$MULDER,255,19:23:14,52.07480,-2.33817,6261,6,1632,00*A4BF","M0CJM,G8KNN-1,G3ZGZ,g0nzo,0x17,2E0KPI,G8ZBJ,M0RPI,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU",255,19:23:14,52.0748,-2.33817,6261,6,1632,0
"$$MULDER,256,19:23:33,52.07604,-2.33455,6330,6,1630,00*5289","M0CJM,g0nzo,G3ZGZ,G7BTI,G8KNN-1,2E0KPI,M0DTS,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU",256,19:23:33,52.07604,-2.33455,6330,6,1630,0
"$$MULDER,257,19:23:52,52.07710,-2.33055,6401,6,1630,00*BE36","M0CJM,g0nzo,G7BTI,G8KNN-1,0x17a,2E0KPI,M0RPI,M0DTS,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU",257,19:23:52,52.0771,-2.33055,6401,6,1630,0
"$$MULDER,258,19:24:11,52.07831,-2.32643,6465,5,1630,00*BF50","M0CJM,G8KNN-1,G3ZGZ,G7BTI,g0nzo,0x17a,2E0KPI,M0RPI,M0DTS,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",258,19:24:11,52.07831,-2.32643,6465,5,1630,0
"$$MULDER,259,19:24:30,52.07903,-2.32293,6528,6,1628,00*B825","M0CJM,G8KNN-1,G3ZGZ,G7BTI,g0nzo,0x17a,2E0KPI,M0UPU,M0RPI,M0DTS,M0JCU,2E0MXS,G0WXI,G6GZH,G6UIM",259,19:24:30,52.07903,-2.32293,6528,6,1628,0
"$$MULDER,260,19:24:49,52.08010,-2.31928,6600,5,1630,00*D4F9","0x17a,M0CJM,G3ZGZ,G7BTI,g0nzo,G6GZH,2E0KPI,F5APQ,F1OIL,M0RPI,G8KNN-1,M0DTS,M6GTG,2E0MXS,G0WXI,M0JCU,G4AIU,G6UIM",260,19:24:49,52.0801,-2.31928,6600,5,1630,0
"$$MULDER,261,19:25:08,52.08105,-2.31561,6662,6,1628,00*F210","M0CJM,G8KNN-1,G3ZGZ,G7BTI,g0nzo,0x17a,2E0KPI,F5APQ,F1OIL,M0RPI,G6GZH,M0DTS,M6GTG,2E0MXS,G4AIU,M0JCU,G6UIM",261,19:25:08,52.08105,-2.31561,6662,6,1628,0
"$$MULDER,262,19:25:27,52.08215,-2.31224,6734,4,1626,00*10BB","M0CJM,G8KNN-1,G7BTI,g0nzo,0x17a,2E0KPI,F5APQ,F1OIL,M0RPI,M0DTS,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",262,19:25:27,52.08215,-2.31224,6734,4,1626,0
"$$MULDER,263,19:25:46,52.08275,-2.30914,6803,6,1622,00*826C","M0CJM,G8KNN-1,G3ZGZ,G7BTI,g0nzo,0x17a,2E0KPI,F5APQ,M0DTS,G6GZH,F1OIL,G8ZBJ,M6GTG,2E0MXS,G0WXI,M0JCU,G4AIU,G6UIM",263,19:25:46,52.08275,-2.30914,6803,6,1622,0
"$$MULDER,264,19:26:05,52.08370,-2.30570,6872,5,1620,00*16E7","M0CJM,g0nzo,G3ZGZ,G7BTI,G8KNN-1,0x17a,2E0KPI,M0UPU,M0DTS,F1OIL,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",264,19:26:05,52.0837,-2.3057,6872,5,1620,0
"$$MULDER,265,19:26:24,52.08478,-2.30227,6944,5,1624,00*F92B","M0CJM,g0nzo,G3ZGZ,G7BTI,G8KNN-1,0x17a,2E0KPI,M0UPU,M0DTS,F1OIL,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",265,19:26:24,52.08478,-2.30227,6944,5,1624,0
"$$MULDER,266,19:26:43,52.08537,-2.29868,7017,5,1622,00*856B","M0CJM,G8KNN-1,G3ZGZ,g0nzo,M0JCU,0x17a,2E0KPI,M0UPU,F1OIL,M0RPI,M0DTS,G8ZBJ,M6GTG,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",266,19:26:43,52.08537,-2.29868,7017,5,1622,0
"$$MULDER,267,19:27:02,52.08637,-2.29515,7086,6,1620,00*8E4C","M0CJM,G8KNN-1,G3ZGZ,G4AIU,0x17a,G6UIM,2E0KPI,F5APQ,F1OIL,M0RPI,M0DTS,G8ZBJ,M6GTG,2E0MXS,G0WXI,G6GZH,M0JCU,M0UPU",267,19:27:02,52.08637,-2.29515,7086,6,1620,0
"$$MULDER,268,19:27:21,52.08742,-2.29181,7163,6,1620,00*8DD7","M0CJM,G8KNN-1,G3ZGZ,G7BTI,g0nzo,0x17a,2E0KPI,F5APQ,F1OIL,M0RPI,M0DTS,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",268,19:27:21,52.08742,-2.29181,7163,6,1620,0
"$$MULDER,269,19:27:40,52.08814,-2.28812,7241,5,1619,00*B138","M0CJM,G8KNN-1,G3ZGZ,F5APQ,G7BTI,g0nzo,0x17a,2E0KPI,M0UPU,M0DTS,F1OIL,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",269,19:27:40,52.08814,-2.28812,7241,5,1619,0
"$$MULDER,270,19:27:59,52.08910,-2.28384,7325,6,1619,00*254C","M0CJM,G8KNN-1,G3ZGZ,G7BTI,g0nzo,M0JCU,0x17a,2E0KPI,M0UPU,M0DTS,G8ZBJ,M6GTG,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",270,19:27:59,52.0891,-2.28384,7325,6,1619,0
"$$MULDER,271,19:28:18,52.09049,-2.28040,7411,6,1618,00*2375","M0CJM,g0nzo,G3ZGZ,F5APQ,G7BTI,M6GTG,G8KNN-1,0x17a,2E0KPI,M0UPU,M0DTS,F1OIL,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",271,19:28:18,52.09049,-2.2804,7411,6,1618,0
"$$MULDER,272,19:28:37,52.09147,-2.27699,7491,6,1612,00*36B5","M0CJM,G8KNN-1,G3ZGZ,G7BTI,g0nzo,M0JCU,0x17a,2E0KPI,F5APQ,M0DTS,G8ZBJ,M6GTG,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",272,19:28:37,52.09147,-2.27699,7491,6,1612,0
"$$MULDER,273,19:28:56,52.09239,-2.27342,7566,6,1609,00*AE47","M0CJM,g0nzo,G3ZGZ,G7BTI,G8KNN-1,0x17a,2E0KPI,G8ZBJ,F1OIL,M0RPI,G6GZH,M0DTS,M6GTG,2E0MXS,G0WXI,G4AIU,M0JCU,G6UIM",273,19:28:56,52.09239,-2.27342,7566,6,1609,0
"$$MULDER,274,19:29:15,52.09371,-2.27001,7652,6,1608,00*A81C","M0CJM,g0nzo,G3ZGZ,G7BTI,G8KNN-1,0x17a,2E0KPI,F5APQ,F1OIL,M0RPI,M0DTS,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",274,19:29:15,52.09371,-2.27001,7652,6,1608,0
"$$MULDER,275,19:29:34,52.09461,-2.26666,7734,6,1611,00*642D","M0CJM,G8KNN-1,G3ZGZ,G7BTI,g0nzo,0x17a,G6UIM,M0DNY_WebSDR,2E0KPI,F5APQ,F1OIL,M0RPI,M0DTS,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",275,19:29:34,52.09461,-2.26666,7734,6,1611,0
"$$MULDER,276,19:29:53,52.09565,-2.26308,7821,6,1610,00*E05A","M0CJM,g0nzo,G3ZGZ,G7BTI,G8KNN-1,0x17a,G6UIM,M0DNY_WebSDR,2E0KPI,F5APQ,F1OIL,M0RPI,M0DTS,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",276,19:29:53,52.09565,-2.26308,7821,6,1610,0
"$$MULDER,277,19:30:12,52.09691,-2.25948,7901,6,1604,00*3450","M0CJM,G8KNN-1,G3ZGZ,G7BTI,g0nzo,0x17a,G6UIM,2E0KPI,F5APQ,M0RPI,M0DTS,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",277,19:30:12,52.09691,-2.25948,7901,6,1604,0
"$$MULDER,278,19:30:31,52.09805,-2.25589,7972,6,1595,00*6F64","M0CJM,G8KNN-1,G3ZGZ,G7BTI,g0nzo,0x17a,2E0KPI,F5APQ,F1OIL,M0RPI,M0DTS,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",278,19:30:31,52.09805,-2.25589,7972,6,1595,0
"$$MULDER,279,19:30:50,52.09918,-2.25252,8056,6,1593,00*54F3","M0CJM,g0nzo,G3ZGZ,F5APQ,G7BTI,G8KNN-1,0x17a,2E0KPI,M0UPU,M0DTS,F1OIL,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",279,19:30:50,52.09918,-2.25252,8056,6,1593,0
"$$MULDER,280,19:31:09,52.10029,-2.24887,8128,6,1598,00*7CAE","M0CJM,g0nzo,G3ZGZ,G7BTI,G8KNN-1,0x17a,2E0KPI,F5APQ,M0DTS,F1OIL,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",280,19:31:09,52.10029,-2.24887,8128,6,1598,0
"$$MULDER,281,19:31:28,52.10114,-2.24502,8208,6,1602,00*624F","M0CJM,g0nzo,G3ZGZ,G7BTI,G8KNN-1,0x17a,2E0KPI,M0UPU,M0RPI,F1OIL,G4AIU,M0JCU,2E0MXS,G0WXI,G6GZH,M0DTS,G6UIM",281,19:31:28,52.10114,-2.24502,8208,6,1602,0
"$$MULDER,282,19:31:47,52.10188,-2.24150,8288,6,1600,00*5BC1","M0CJM,G8KNN-1,G3ZGZ,G7BTI,g0nzo,0x17a,G6UIM,M0DNY_WebSDR,2E0KPI,F5APQ,F1OIL,M0RPI,M0DTS,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",282,19:31:47,52.10188,-2.2415,8288,6,1600,0
"$$MULDER,283,19:32:06,52.10270,-2.23807,8368,6,1600,00*0C87","M0CJM,G8KNN-1,G3ZGZ,G7BTI,g0nzo,0x17a,M0UPU,M0DNY_WebSDR,2E0KPI,F5APQ,M0RPI,M0DTS,F1OIL,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",283,19:32:06,52.1027,-2.23807,8368,6,1600,0
"$$MULDER,284,19:32:25,52.10347,-2.23464,8453,6,1599,00*413C","M0CJM,G8KNN-1,G3ZGZ,G7BTI,g0nzo,0x17a,M0UPU,2E0KPI,F5APQ,M0RPI,M0DTS,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",284,19:32:25,52.10347,-2.23464,8453,6,1599,0
"$$MULDER,285,19:32:44,52.10436,-2.23082,8541,6,1597,00*3E71","M0CJM,g0nzo,G3ZGZ,F5APQ,G7BTI,G4AIU,G8KNN-1,0x17a,2E0KPI,M0UPU,M0RPI,G8KNN,F1OIL,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,M0DTS,G6UIM",285,19:32:44,52.10436,-2.23082,8541,6,1597,0
"$$MULDER,286,19:33:03,52.10536,-2.22710,8622,6,1596,00*3B2B","M0CJM,G8KNN-1,G3ZGZ,G7BTI,g0nzo,0x17a,M0UPU,2E0KPI,F5APQ,M0DTS,G8KNN,F1OIL,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",286,19:33:03,52.10536,-2.2271,8622,6,1596,0
"$$MULDER,287,19:33:22,52.10634,-2.22339,8704,5,1594,00*ADBF","M0CJM,G8KNN-1,G3ZGZ,G8DHE,G7BTI,g0nzo,G6UIM,2E0KPI,F5APQ,M0DTS,G8KNN,F1OIL,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",287,19:33:22,52.10634,-2.22339,8704,5,1594,0
"$$MULDER,288,19:33:41,52.10730,-2.21961,8786,6,1592,00*A958","M0CJM,g0nzo,G3ZGZ,G8DHE,G7BTI,G8KNN-1,0x17a,2E0KPI,G8ZBJ,M0DTS,G8KNN,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",288,19:33:41,52.1073,-2.21961,8786,6,1592,0
"$$MULDER,289,19:34:00,52.10821,-2.21568,8875,6,1590,00*E92C","M0CJM,G8KNN-1,G3ZGZ,G8DHE,G7BTI,g0nzo,0x17a,2E0KPI,F5APQ,M0DTS,G8KNN,F1OIL,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",289,19:34:00,52.10821,-2.21568,8875,6,1590,0
"$$MULDER,290,19:34:19,52.10931,-2.21176,8957,5,1589,00*E5E1","M0CJM,g0nzo,G3ZGZ,G8DHE,G8KNN-1,G6GZH,G6UIM,M0DNY_WebSDR,2E0KPI,F5APQ,M0DTS,G8KNN,G8ZBJ,M0JCU,2E0MXS,G0WXI,M6GTG,G4AIU,M0UPU",290,19:34:19,52.10931,-2.21176,8957,5,1589,0
"$$MULDER,291,19:34:38,52.11027,-2.20773,9035,6,1584,00*1A04","M0CJM,G8KNN-1,G8DHE,M0DTS,M0JCU,2E0MXS,M6GTG,0x17a,F5APQ,G3ZGZ,M0UPU,M0RPI,F1OIL,G6UIM,G0WXI,G4AIU,g0nzo,G7BTI,M0DNY_WebSDR,2E0KPI,G8ZBJ,G8KNN,G6GZH",291,19:34:38,52.11027,-2.20773,9035,6,1584,0
"$$MULDER,292,19:34:57,52.11118,-2.20414,9116,6,1581,00*1B8D","M0CJM,G8KNN-1,G8DHE,M0DTS,M6GTG,2E0MXS,M0JCU,0x17a,M0UPU,G3ZGZ,F5APQ,M0RPI,F1OIL,G6UIM,G0WXI,G4AIU,g0nzo,G7BTI,2E0KPI,G8ZBJ,G8KNN,G6GZH",292,19:34:57,52.11118,-2.20414,9116,6,1581,0
"$$MULDER,293,19:35:16,52.11226,-2.20056,9212,5,1579,00*6E15","M0CJM,g0nzo,G3ZGZ,G8DHE,G7BTI,G8KNN-1,G6GZH,M0DNY_WebSDR,2E0KPI,G8ZBJ,M0DTS,G8KNN,F1OIL,M6GTG,2E0MXS,G0WXI,G4AIU,M0JCU,M0UPU",293,19:35:16,52.11226,-2.20056,9212,5,1579,0
